route_id,service_id,trip_id,trip_headsign
A55,N,A55-N-39-56040,Skorupki
A55,N,A55-N-39-57240,Skorupki
A55,N,A55-N-39-58440,Skorupki
A55,N,A55-N-39-59640,Skorupki
A55,N,A55-N-39-60840,Skorupki
A55,N,A55-N-39-62040,Skorupki
A55,N,A55-N-39-63540,Skorupki
A55,N,A55-N-39-65340,Skorupki
A55,N,A55-N-39-67140,Skorupki
A55,N,A55-N-39-68940,Skorupki
A55,N,A55-N-39-70740,Skorupki
A55,N,A55-N-39-72540,Skorupki
A55,N,A55-N-39-74340,Skorupki
A55,N,A55-N-39-76140,Skorupki
A55,N,A55-N-39-77940,Skorupki
A55,N,A55-N-39-79740,Skorupki
A55,N,A55-N-39-81540,Skorupki
A55,S,A55-S-39-18420,Skorupki
A55,S,A55-S-39-20340,Skorupki
A55,S,A55-S-39-22140,Skorupki
A55,S,A55-S-39-23940,Skorupki
A55,S,A55-S-39-25740,Skorupki
A55,S,A55-S-39-27540,Skorupki
A55,S,A55-S-39-29340,Skorupki
A55,S,A55-S-39-30840,Skorupki
A55,S,A55-S-39-32040,Skorupki
A55,S,A55-S-39-33240,Skorupki
A55,S,A55-S-39-34440,Skorupki
A55,S,A55-S-39-35640,Skorupki
A55,S,A55-S-39-36840,Skorupki
A55,S,A55-S-39-38040,Skorupki
A55,S,A55-S-39-39240,Skorupki
A55,S,A55-S-39-40440,Skorupki
A55,S,A55-S-39-41640,Skorupki
A55,S,A55-S-39-42840,Skorupki
A55,S,A55-S-39-44040,Skorupki
A55,S,A55-S-39-45240,Skorupki
A55,S,A55-S-39-46440,Skorupki
A55,S,A55-S-39-47640,Skorupki
A55,S,A55-S-39-48840,Skorupki
A55,S,A55-S-39-50040,Skorupki
A55,S,A55-S-39-51240,Skorupki
A55,S,A55-S-39-52440,Skorupki
A55,S,A55-S-39-53640,Skorupki
A55,S,A55-S-39-54840,Skorupki
A55,S,A55-S-39-56040,Skorupki
A55,S,A55-S-39-57240,Skorupki
A55,S,A55-S-39-58440,Skorupki
A55,S,A55-S-39-59640,Skorupki
A55,S,A55-S-39-60840,Skorupki
A55,S,A55-S-39-62040,Skorupki
A55,S,A55-S-39-63240,Skorupki
A55,S,A55-S-39-64440,Skorupki
A55,S,A55-S-39-65640,Skorupki
A55,S,A55-S-39-67140,Skorupki
A55,S,A55-S-39-68940,Skorupki
A55,S,A55-S-39-70740,Skorupki
A55,S,A55-S-39-72540,Skorupki
A55,S,A55-S-39-74340,Skorupki
A55,S,A55-S-39-76140,Skorupki
A55,S,A55-S-39-77940,Skorupki
A55,S,A55-S-39-79740,Skorupki
A55,S,A55-S-39-81540,Skorupki
A55,P,A55-P-40-17400,Morska
A55,P,A55-P-40-18840,Morska
A55,P,A55-P-40-20040,Morska
A55,P,A55-P-40-21480,Morska
A55,P,A55-P-40-22320,Morska
A55,P,A55-P-40-23220,Morska
A55,P,A55-P-40-24120,Morska
A55,P,A55-P-40-25020,Morska
A55,P,A55-P-40-25920,Morska
A55,P,A55-P-40-26820,Morska
A55,P,A55-P-40-27720,Morska
A55,P,A55-P-40-28620,Morska
A55,P,A55-P-40-29520,Morska
A55,P,A55-P-40-30420,Morska
A55,P,A55-P-40-31320,Morska
A55,P,A55-P-40-32220,Morska
A55,P,A55-P-40-33360,Morska
A55,P,A55-P-40-34560,Morska
A55,P,A55-P-40-35760,Morska
A55,P,A55-P-40-36960,Morska
A55,P,A55-P-40-38160,Morska
A55,P,A55-P-40-39360,Morska
A55,P,A55-P-40-40560,Morska
A55,P,A55-P-40-41760,Morska
A55,P,A55-P-40-42960,Morska
A55,P,A55-P-40-44160,Morska
A55,P,A55-P-40-45360,Morska
A55,P,A55-P-40-46320,Morska
A55,P,A55-P-40-47220,Morska
A55,P,A55-P-40-48120,Morska
A55,P,A55-P-40-49080,Morska
A55,P,A55-P-40-49980,Morska
A55,P,A55-P-40-50940,Morska
A55,P,A55-P-40-51840,Morska
A55,P,A55-P-40-52800,Morska
A55,P,A55-P-40-53700,Morska
A55,P,A55-P-40-54660,Morska
A55,P,A55-P-40-55560,Morska
A55,P,A55-P-40-56520,Morska
A55,P,A55-P-40-57420,Morska
A55,P,A55-P-40-58380,Morska
A55,P,A55-P-40-59280,Morska
A55,P,A55-P-40-60300,Morska
A55,P,A55-P-40-61200,Morska
A55,P,A55-P-40-62160,Morska
A55,P,A55-P-40-63060,Morska
A55,P,A55-P-40-63960,Morska
A55,P,A55-P-40-64980,Morska
A55,P,A55-P-40-65940,Morska
A55,P,A55-P-40-66960,Morska
A55,P,A55-P-40-68160,Morska
A55,P,A55-P-40-69360,Morska
A55,P,A55-P-40-70560,Morska
A55,P,A55-P-40-72180,Morska
A55,P,A55-P-40-73980,Morska
A55,P,A55-P-40-75780,Morska
A55,P,A55-P-40-77580,Morska
A55,P,A55-P-40-79380,Morska
A55,P,A55-P-40-81180,Morska
A55,N,A55-N-40-19800,Morska
A55,N,A55-N-40-21780,Morska
A55,N,A55-N-40-23580,Morska
A55,N,A55-N-40-25380,Morska
A55,N,A55-N-40-27180,Morska
A55,N,A55-N-40-28980,Morska
A55,N,A55-N-40-30780,Morska
A55,N,A55-N-40-32580,Morska
A55,N,A55-N-40-34380,Morska
A55,N,A55-N-40-35760,Morska
A55,N,A55-N-40-37200,Morska
A55,N,A55-N-40-38400,Morska
A55,N,A55-N-40-39600,Morska
A55,N,A55-N-40-40800,Morska
A55,N,A55-N-40-42000,Morska
A55,N,A55-N-40-43200,Morska
A55,N,A55-N-40-44400,Morska
A55,N,A55-N-40-45600,Morska
A55,N,A55-N-40-46800,Morska
A55,N,A55-N-40-48000,Morska
A55,N,A55-N-40-49200,Morska
A55,N,A55-N-40-50400,Morska
A55,N,A55-N-40-51600,Morska
A55,N,A55-N-40-52800,Morska
A55,N,A55-N-40-54000,Morska
A55,N,A55-N-40-55200,Morska
A55,N,A55-N-40-56400,Morska
A55,N,A55-N-40-57600,Morska
A55,N,A55-N-40-58800,Morska
A55,N,A55-N-40-60000,Morska
A55,N,A55-N-40-61200,Morska
A55,N,A55-N-40-62400,Morska
A55,N,A55-N-40-63600,Morska
A55,N,A55-N-40-65100,Morska
A55,N,A55-N-40-66780,Morska
A55,N,A55-N-40-68580,Morska
A55,N,A55-N-40-70380,Morska
A55,N,A55-N-40-72180,Morska
A55,N,A55-N-40-73980,Morska
A55,N,A55-N-40-75780,Morska
A55,N,A55-N-40-77580,Morska
A55,N,A55-N-40-79380,Morska
A55,N,A55-N-40-81180,Morska
A55,S,A55-S-40-18240,Morska
A55,S,A55-S-40-19800,Morska
A55,S,A55-S-40-21780,Morska
A55,S,A55-S-40-23580,Morska
A55,S,A55-S-40-25380,Morska
A55,S,A55-S-40-27180,Morska
A55,S,A55-S-40-28980,Morska
A55,S,A55-S-40-30780,Morska
A55,S,A55-S-40-32400,Morska
A55,S,A55-S-40-33600,Morska
A55,S,A55-S-40-34800,Morska
A55,S,A55-S-40-36000,Morska
A55,S,A55-S-40-37200,Morska
A55,S,A55-S-40-38400,Morska
A55,S,A55-S-40-39600,Morska
A55,S,A55-S-40-40800,Morska
A55,S,A55-S-40-42000,Morska
A55,S,A55-S-40-43200,Morska
A55,S,A55-S-40-44400,Morska
A55,S,A55-S-40-45600,Morska
A55,S,A55-S-40-46800,Morska
A55,S,A55-S-40-48000,Morska
A55,S,A55-S-40-49200,Morska
A55,S,A55-S-40-50400,Morska
A55,S,A55-S-40-51600,Morska
A55,S,A55-S-40-52800,Morska
A55,S,A55-S-40-54000,Morska
A55,S,A55-S-40-55200,Morska
A55,S,A55-S-40-56400,Morska
A55,S,A55-S-40-57600,Morska
A55,S,A55-S-40-58800,Morska
A55,S,A55-S-40-60000,Morska
A55,S,A55-S-40-61200,Morska
A55,S,A55-S-40-62400,Morska
A55,S,A55-S-40-63600,Morska
A55,S,A55-S-40-64800,Morska
A55,S,A55-S-40-66000,Morska
A55,S,A55-S-40-67200,Morska
A55,S,A55-S-40-68580,Morska
A55,S,A55-S-40-70380,Morska
A55,S,A55-S-40-72180,Morska
A55,S,A55-S-40-73980,Morska
A55,S,A55-S-40-75780,Morska
A55,S,A55-S-40-77580,Morska
A55,S,A55-S-40-79380,Morska
A55,S,A55-S-40-81180,Morska
A56,P,A56-P-714-16200,Belma
A56,P,A56-P-714-18000,Belma
A56,P,A56-P-714-18780,Belma
A56,P,A56-P-714-19620,Belma
A56,P,A56-P-714-42900,Belma
A56,P,A56-P-714-46500,Belma
A56,N,A56-N-714-18780,Belma
A56,N,A56-N-714-21480,Belma
A56,N,A56-N-714-23280,Belma
A56,N,A56-N-714-27900,Belma
A56,N,A56-N-714-31440,Belma
A56,S,A56-S-714-16320,Belma
A56,S,A56-S-714-18120,Belma
A56,S,A56-S-714-24240,Belma
A56,S,A56-S-714-27840,Belma
A56,P,A56-P-715-14640,Belma
A56,P,A56-P-715-15600,Belma
A56,S,A56-S-715-14700,Belma
A56,P,A56-P-716-29760,Glinki - Szpitalna
A56,P,A56-P-716-31560,Glinki - Szpitalna
A56,P,A56-P-716-58740,Glinki - Szpitalna
A56,P,A56-P-716-62580,Glinki - Szpitalna
A56,P,A56-P-716-64980,Glinki - Szpitalna
A56,P,A56-P-716-81780,Glinki - Szpitalna
A56,N,A56-N-716-66240,Glinki - Szpitalna
A56,N,A56-N-716-68640,Glinki - Szpitalna
A56,N,A56-N-716-79920,Glinki - Szpitalna
A56,N,A56-N-716-81780,Glinki - Szpitalna
A56,S,A56-S-716-66240,Glinki - Szpitalna
A56,S,A56-S-716-68640,Glinki - Szpitalna
A56,S,A56-S-716-79920,Glinki - Szpitalna
A56,S,A56-S-716-81780,Glinki - Szpitalna
A56,P,A56-P-717-82860,Wojska Polskiego - Kładka
A56,P,A56-P-717-83820,Wojska Polskiego - Kładka
A56,N,A56-N-717-83820,Wojska Polskiego - Kładka
A56,S,A56-S-717-83820,Wojska Polskiego - Kładka
A56,P,A56-P-775-25980,Belma
A56,P,A56-P-775-27780,Belma
A56,P,A56-P-775-29580,Belma
A56,P,A56-P-775-30480,Belma
A56,P,A56-P-775-31680,Belma
A56,P,A56-P-775-32880,Belma
A56,P,A56-P-775-34080,Belma
A56,P,A56-P-775-35280,Belma
A56,P,A56-P-775-36480,Belma
A56,P,A56-P-775-37680,Belma
A56,P,A56-P-775-38880,Belma
A56,P,A56-P-775-40080,Belma
A56,P,A56-P-775-41280,Belma
A56,P,A56-P-775-42480,Belma
A56,P,A56-P-775-44160,Belma
A56,P,A56-P-775-45120,Belma
A56,P,A56-P-775-46020,Belma
A56,P,A56-P-775-47760,Belma
A56,P,A56-P-775-50460,Belma
A56,P,A56-P-775-54060,Belma
A56,P,A56-P-775-55860,Belma
A56,P,A56-P-775-57660,Belma
A56,P,A56-P-775-59520,Belma
A56,P,A56-P-775-60660,Belma
A56,P,A56-P-775-61740,Belma
A56,P,A56-P-775-62940,Belma
A56,P,A56-P-775-64140,Belma
A56,P,A56-P-775-65340,Belma
A56,P,A56-P-775-66780,Belma
A56,P,A56-P-775-68640,Belma
A56,P,A56-P-775-70440,Belma
A56,P,A56-P-775-72240,Belma
A56,P,A56-P-775-74040,Belma
A56,P,A56-P-775-75840,Belma
A56,P,A56-P-775-77340,Belma
A56,P,A56-P-775-79440,Belma
A56,N,A56-N-775-25440,Belma
A56,N,A56-N-775-26940,Belma
A56,N,A56-N-775-29340,Belma
A56,N,A56-N-775-30540,Belma
A56,N,A56-N-775-32940,Belma
A56,N,A56-N-775-34140,Belma
A56,N,A56-N-775-35340,Belma
A56,N,A56-N-775-36540,Belma
A56,N,A56-N-775-37740,Belma
A56,N,A56-N-775-38940,Belma
A56,N,A56-N-775-40140,Belma
A56,N,A56-N-775-41340,Belma
A56,N,A56-N-775-42540,Belma
A56,N,A56-N-775-43740,Belma
A56,N,A56-N-775-44940,Belma
A56,N,A56-N-775-46140,Belma
A56,N,A56-N-775-47340,Belma
A56,N,A56-N-775-48540,Belma
A56,N,A56-N-775-49740,Belma
A56,N,A56-N-775-50940,Belma
A56,N,A56-N-775-52140,Belma
A56,N,A56-N-775-53340,Belma
A56,N,A56-N-775-54540,Belma
A56,N,A56-N-775-55740,Belma
A56,N,A56-N-775-56940,Belma
A56,N,A56-N-775-58140,Belma
A56,N,A56-N-775-59340,Belma
A56,N,A56-N-775-60540,Belma
A56,N,A56-N-775-61740,Belma
A56,N,A56-N-775-62940,Belma
A56,N,A56-N-775-64140,Belma
A56,N,A56-N-775-65340,Belma
A56,N,A56-N-775-66780,Belma
A56,N,A56-N-775-68640,Belma
A56,N,A56-N-775-70440,Belma
A56,N,A56-N-775-72240,Belma
A56,N,A56-N-775-74040,Belma
A56,N,A56-N-775-75840,Belma
A56,N,A56-N-775-77340,Belma
A56,N,A56-N-775-79440,Belma
A56,N,A56-N-775-81480,Belma
A56,S,A56-S-775-20040,Belma
A56,S,A56-S-775-21840,Belma
A56,S,A56-S-775-23340,Belma
A56,S,A56-S-775-25740,Belma
A56,S,A56-S-775-26940,Belma
A56,S,A56-S-775-29340,Belma
A56,S,A56-S-775-30540,Belma
A56,S,A56-S-775-31740,Belma
A56,S,A56-S-775-32940,Belma
A56,S,A56-S-775-34140,Belma
A56,S,A56-S-775-35340,Belma
A56,S,A56-S-775-36540,Belma
A56,S,A56-S-775-37740,Belma
A56,S,A56-S-775-38940,Belma
A56,S,A56-S-775-40140,Belma
A56,S,A56-S-775-41340,Belma
A56,S,A56-S-775-42540,Belma
A56,S,A56-S-775-43740,Belma
A56,S,A56-S-775-44940,Belma
A56,S,A56-S-775-46140,Belma
A56,S,A56-S-775-47340,Belma
A56,S,A56-S-775-48540,Belma
A56,S,A56-S-775-49740,Belma
A56,S,A56-S-775-50940,Belma
A56,S,A56-S-775-52140,Belma
A56,S,A56-S-775-53340,Belma
A56,S,A56-S-775-54540,Belma
A56,S,A56-S-775-55740,Belma
A56,S,A56-S-775-56940,Belma
A56,S,A56-S-775-58140,Belma
A56,S,A56-S-775-59340,Belma
A56,S,A56-S-775-60540,Belma
A56,S,A56-S-775-61740,Belma
A56,S,A56-S-775-62940,Belma
A56,S,A56-S-775-64140,Belma
A56,S,A56-S-775-65340,Belma
A56,S,A56-S-775-66780,Belma
A56,S,A56-S-775-68640,Belma
A56,S,A56-S-775-70440,Belma
A56,S,A56-S-775-72240,Belma
A56,S,A56-S-775-74040,Belma
A56,S,A56-S-775-75840,Belma
A56,S,A56-S-775-77340,Belma
A56,S,A56-S-775-79440,Belma
A56,S,A56-S-775-81480,Belma
A56,P,A56-P-776-20340,Belma
A56,P,A56-P-776-21180,Belma
A56,P,A56-P-776-22080,Belma
A56,P,A56-P-776-22980,Belma
A56,P,A56-P-776-23880,Belma
A56,P,A56-P-776-24780,Belma
A56,P,A56-P-776-26580,Belma
A56,P,A56-P-776-28380,Belma
A56,P,A56-P-776-48360,Belma
A56,P,A56-P-776-49260,Belma
A56,P,A56-P-776-51060,Belma
A56,P,A56-P-776-51960,Belma
A56,P,A56-P-776-52860,Belma
A56,P,A56-P-776-54660,Belma
A56,P,A56-P-776-56460,Belma
A56,P,A56-P-776-58260,Belma
A56,P,A56-P-776-81180,Belma
A56,P,A56-P-777-17460,Belma
A56,P,A56-P-778-17700,Belma
A56,P,A56-P-779-79980,Belma
A56,P,A56-P-780-22500,Glinki BFM
A56,P,A56-P-780-24300,Glinki BFM
A56,P,A56-P-780-26100,Glinki BFM
A56,P,A56-P-780-27000,Glinki BFM
A56,P,A56-P-780-27900,Glinki BFM
A56,P,A56-P-780-28800,Glinki BFM
A56,P,A56-P-780-30660,Glinki BFM
A56,P,A56-P-780-32280,Glinki BFM
A56,P,A56-P-780-33420,Glinki BFM
A56,P,A56-P-780-34620,Glinki BFM
A56,P,A56-P-780-35820,Glinki BFM
A56,P,A56-P-780-37020,Glinki BFM
A56,P,A56-P-780-38220,Glinki BFM
A56,P,A56-P-780-39420,Glinki BFM
A56,P,A56-P-780-40620,Glinki BFM
A56,P,A56-P-780-41820,Glinki BFM
A56,P,A56-P-780-43020,Glinki BFM
A56,P,A56-P-780-44220,Glinki BFM
A56,P,A56-P-780-47040,Glinki BFM
A56,P,A56-P-780-50640,Glinki BFM
A56,P,A56-P-780-52440,Glinki BFM
A56,P,A56-P-780-54240,Glinki BFM
A56,P,A56-P-780-56040,Glinki BFM
A56,P,A56-P-780-56940,Glinki BFM
A56,P,A56-P-780-57840,Glinki BFM
A56,P,A56-P-780-59640,Glinki BFM
A56,P,A56-P-780-60660,Glinki BFM
A56,P,A56-P-780-61560,Glinki BFM
A56,P,A56-P-780-63780,Glinki BFM
A56,P,A56-P-780-66180,Glinki BFM
A56,P,A56-P-780-67620,Glinki BFM
A56,P,A56-P-780-69180,Glinki BFM
A56,P,A56-P-780-70980,Glinki BFM
A56,P,A56-P-780-72780,Glinki BFM
A56,P,A56-P-780-74580,Glinki BFM
A56,P,A56-P-780-76380,Glinki BFM
A56,N,A56-N-780-22380,Glinki BFM
A56,N,A56-N-780-24180,Glinki BFM
A56,N,A56-N-780-25980,Glinki BFM
A56,N,A56-N-780-27780,Glinki BFM
A56,N,A56-N-780-29580,Glinki BFM
A56,N,A56-N-780-31380,Glinki BFM
A56,N,A56-N-780-32640,Glinki BFM
A56,N,A56-N-780-33840,Glinki BFM
A56,N,A56-N-780-35040,Glinki BFM
A56,N,A56-N-780-36240,Glinki BFM
A56,N,A56-N-780-37440,Glinki BFM
A56,N,A56-N-780-38640,Glinki BFM
A56,N,A56-N-780-39840,Glinki BFM
A56,N,A56-N-780-41040,Glinki BFM
A56,N,A56-N-780-42240,Glinki BFM
A56,N,A56-N-780-43440,Glinki BFM
A56,N,A56-N-780-44640,Glinki BFM
A56,N,A56-N-780-45840,Glinki BFM
A56,N,A56-N-780-47040,Glinki BFM
A56,N,A56-N-780-48240,Glinki BFM
A56,N,A56-N-780-49440,Glinki BFM
A56,N,A56-N-780-50640,Glinki BFM
A56,N,A56-N-780-51840,Glinki BFM
A56,N,A56-N-780-53040,Glinki BFM
A56,N,A56-N-780-54240,Glinki BFM
A56,N,A56-N-780-55440,Glinki BFM
A56,N,A56-N-780-56640,Glinki BFM
A56,N,A56-N-780-57840,Glinki BFM
A56,N,A56-N-780-59040,Glinki BFM
A56,N,A56-N-780-60240,Glinki BFM
A56,N,A56-N-780-61440,Glinki BFM
A56,N,A56-N-780-62640,Glinki BFM
A56,N,A56-N-780-63840,Glinki BFM
A56,N,A56-N-780-65040,Glinki BFM
A56,N,A56-N-780-67440,Glinki BFM
A56,N,A56-N-780-69840,Glinki BFM
A56,N,A56-N-780-71040,Glinki BFM
A56,N,A56-N-780-72780,Glinki BFM
A56,N,A56-N-780-74580,Glinki BFM
A56,N,A56-N-780-76380,Glinki BFM
A56,N,A56-N-780-78180,Glinki BFM
A56,S,A56-S-780-16800,Glinki BFM
A56,S,A56-S-780-18780,Glinki BFM
A56,S,A56-S-780-20580,Glinki BFM
A56,S,A56-S-780-22380,Glinki BFM
A56,S,A56-S-780-24180,Glinki BFM
A56,S,A56-S-780-25980,Glinki BFM
A56,S,A56-S-780-27780,Glinki BFM
A56,S,A56-S-780-29040,Glinki BFM
A56,S,A56-S-780-30240,Glinki BFM
A56,S,A56-S-780-31440,Glinki BFM
A56,S,A56-S-780-32640,Glinki BFM
A56,S,A56-S-780-33840,Glinki BFM
A56,S,A56-S-780-35040,Glinki BFM
A56,S,A56-S-780-36240,Glinki BFM
A56,S,A56-S-780-37440,Glinki BFM
A56,S,A56-S-780-38640,Glinki BFM
A56,S,A56-S-780-39840,Glinki BFM
A56,S,A56-S-780-41040,Glinki BFM
A56,S,A56-S-780-42240,Glinki BFM
A56,S,A56-S-780-43440,Glinki BFM
A56,S,A56-S-780-44640,Glinki BFM
A56,S,A56-S-780-45840,Glinki BFM
A56,S,A56-S-780-47040,Glinki BFM
A56,S,A56-S-780-48240,Glinki BFM
A56,S,A56-S-780-49440,Glinki BFM
A56,S,A56-S-780-50640,Glinki BFM
A56,S,A56-S-780-51840,Glinki BFM
A56,S,A56-S-780-53040,Glinki BFM
A56,S,A56-S-780-54240,Glinki BFM
A56,S,A56-S-780-55440,Glinki BFM
A56,S,A56-S-780-56640,Glinki BFM
A56,S,A56-S-780-57840,Glinki BFM
A56,S,A56-S-780-59040,Glinki BFM
A56,S,A56-S-780-60240,Glinki BFM
A56,S,A56-S-780-61440,Glinki BFM
A56,S,A56-S-780-62640,Glinki BFM
A56,S,A56-S-780-63840,Glinki BFM
A56,S,A56-S-780-65040,Glinki BFM
A56,S,A56-S-780-67440,Glinki BFM
A56,S,A56-S-780-69840,Glinki BFM
A56,S,A56-S-780-71040,Glinki BFM
A56,S,A56-S-780-72780,Glinki BFM
A56,S,A56-S-780-74580,Glinki BFM
A56,S,A56-S-780-76380,Glinki BFM
A56,S,A56-S-780-78180,Glinki BFM
A56,P,A56-P-781-16800,Park Przemysłowy biurowiec 
A56,P,A56-P-781-18660,Park Przemysłowy biurowiec 
A56,P,A56-P-781-19920,Park Przemysłowy biurowiec 
A56,P,A56-P-781-20520,Park Przemysłowy biurowiec 
A56,P,A56-P-781-21600,Park Przemysłowy biurowiec 
A56,P,A56-P-781-23400,Park Przemysłowy biurowiec 
A56,P,A56-P-781-25200,Park Przemysłowy biurowiec 
A56,P,A56-P-781-45240,Park Przemysłowy biurowiec 
A56,P,A56-P-781-46140,Park Przemysłowy biurowiec 
A56,P,A56-P-781-47940,Park Przemysłowy biurowiec 
A56,P,A56-P-781-48840,Park Przemysłowy biurowiec 
A56,P,A56-P-781-49740,Park Przemysłowy biurowiec 
A56,P,A56-P-781-51540,Park Przemysłowy biurowiec 
A56,P,A56-P-781-53340,Park Przemysłowy biurowiec 
A56,P,A56-P-781-55140,Park Przemysłowy biurowiec 
A56,P,A56-P-781-75660,Park Przemysłowy biurowiec 
A56,P,A56-P-781-78180,Park Przemysłowy biurowiec 
A56,P,A56-P-782-17760,Park Przemysłowy biurowiec 
A56,P,A56-P-783-79620,Glinki - Szpitalna
A56,P,A56-P-783-80220,Glinki - Szpitalna
A57,N,A57-N-139-18900,Dworzec Główny
A57,N,A57-N-139-22560,Dworzec Główny
A57,N,A57-N-139-24360,Dworzec Główny
A57,N,A57-N-139-26160,Dworzec Główny
A57,N,A57-N-139-27960,Dworzec Główny
A57,N,A57-N-139-29700,Dworzec Główny
A57,N,A57-N-139-31440,Dworzec Główny
A57,N,A57-N-139-33240,Dworzec Główny
A57,N,A57-N-139-35040,Dworzec Główny
A57,N,A57-N-139-36840,Dworzec Główny
A57,N,A57-N-139-38640,Dworzec Główny
A57,N,A57-N-139-40440,Dworzec Główny
A57,N,A57-N-139-42240,Dworzec Główny
A57,N,A57-N-139-44040,Dworzec Główny
A57,N,A57-N-139-45840,Dworzec Główny
A57,N,A57-N-139-47640,Dworzec Główny
A57,N,A57-N-139-49440,Dworzec Główny
A57,N,A57-N-139-51240,Dworzec Główny
A57,N,A57-N-139-53040,Dworzec Główny
A57,N,A57-N-139-54840,Dworzec Główny
A57,N,A57-N-139-56640,Dworzec Główny
A57,N,A57-N-139-58440,Dworzec Główny
A57,N,A57-N-139-60240,Dworzec Główny
A57,N,A57-N-139-62040,Dworzec Główny
A57,N,A57-N-139-63840,Dworzec Główny
A57,N,A57-N-139-65640,Dworzec Główny
A57,N,A57-N-139-67560,Dworzec Główny
A57,N,A57-N-139-69360,Dworzec Główny
A57,N,A57-N-139-71160,Dworzec Główny
A57,N,A57-N-139-72960,Dworzec Główny
A57,N,A57-N-139-74760,Dworzec Główny
A57,N,A57-N-139-76560,Dworzec Główny
A57,N,A57-N-139-78360,Dworzec Główny
A57,N,A57-N-139-80160,Dworzec Główny
A57,S,A57-S-139-17400,Dworzec Główny
A57,S,A57-S-139-19080,Dworzec Główny
A57,S,A57-S-139-20760,Dworzec Główny
A57,S,A57-S-139-22560,Dworzec Główny
A57,S,A57-S-139-24360,Dworzec Główny
A57,S,A57-S-139-26160,Dworzec Główny
A57,S,A57-S-139-27960,Dworzec Główny
A57,S,A57-S-139-29700,Dworzec Główny
A57,S,A57-S-139-31440,Dworzec Główny
A57,S,A57-S-139-33180,Dworzec Główny
A57,S,A57-S-139-34020,Dworzec Główny
A57,S,A57-S-139-35400,Dworzec Główny
A57,S,A57-S-139-36780,Dworzec Główny
A57,S,A57-S-139-37620,Dworzec Główny
A57,S,A57-S-139-39000,Dworzec Główny
A57,S,A57-S-139-40380,Dworzec Główny
A57,S,A57-S-139-41220,Dworzec Główny
A57,S,A57-S-139-42600,Dworzec Główny
A57,S,A57-S-139-43980,Dworzec Główny
A57,S,A57-S-139-44820,Dworzec Główny
A57,S,A57-S-139-46200,Dworzec Główny
A57,S,A57-S-139-47580,Dworzec Główny
A57,S,A57-S-139-48420,Dworzec Główny
A57,S,A57-S-139-49800,Dworzec Główny
A57,S,A57-S-139-51180,Dworzec Główny
A57,S,A57-S-139-52020,Dworzec Główny
A57,S,A57-S-139-53400,Dworzec Główny
A57,S,A57-S-139-54780,Dworzec Główny
A57,S,A57-S-139-55620,Dworzec Główny
A57,S,A57-S-139-57000,Dworzec Główny
A57,S,A57-S-139-58440,Dworzec Główny
A57,S,A57-S-139-60240,Dworzec Główny
A57,S,A57-S-139-62040,Dworzec Główny
A57,S,A57-S-139-63840,Dworzec Główny
A57,S,A57-S-139-65640,Dworzec Główny
A57,S,A57-S-139-67560,Dworzec Główny
A57,S,A57-S-139-69360,Dworzec Główny
A57,S,A57-S-139-71160,Dworzec Główny
A57,S,A57-S-139-72960,Dworzec Główny
A57,S,A57-S-139-74760,Dworzec Główny
A57,S,A57-S-139-76560,Dworzec Główny
A57,S,A57-S-139-78360,Dworzec Główny
A57,S,A57-S-139-80160,Dworzec Główny
A57,F,A57-F-139-17280,Dworzec Główny
A57,F,A57-F-139-18900,Dworzec Główny
A57,F,A57-F-139-19620,Dworzec Główny
A57,F,A57-F-139-21000,Dworzec Główny
A57,F,A57-F-139-22380,Dworzec Główny
A57,F,A57-F-139-23220,Dworzec Główny
A57,F,A57-F-139-24600,Dworzec Główny
A57,F,A57-F-139-25980,Dworzec Główny
A57,F,A57-F-139-26820,Dworzec Główny
A57,F,A57-F-139-28200,Dworzec Główny
A57,F,A57-F-139-29580,Dworzec Główny
A57,F,A57-F-139-30420,Dworzec Główny
A57,F,A57-F-139-31800,Dworzec Główny
A57,F,A57-F-139-33180,Dworzec Główny
A57,F,A57-F-139-34020,Dworzec Główny
A57,F,A57-F-139-35400,Dworzec Główny
A57,F,A57-F-139-36780,Dworzec Główny
A57,F,A57-F-139-37620,Dworzec Główny
A57,F,A57-F-139-39000,Dworzec Główny
A57,F,A57-F-139-40380,Dworzec Główny
A57,F,A57-F-139-41220,Dworzec Główny
A57,F,A57-F-139-42600,Dworzec Główny
A57,F,A57-F-139-43980,Dworzec Główny
A57,F,A57-F-139-44820,Dworzec Główny
A57,F,A57-F-139-46200,Dworzec Główny
A57,F,A57-F-139-47580,Dworzec Główny
A57,F,A57-F-139-48420,Dworzec Główny
A57,F,A57-F-139-49800,Dworzec Główny
A57,F,A57-F-139-51180,Dworzec Główny
A57,F,A57-F-139-52020,Dworzec Główny
A57,F,A57-F-139-53400,Dworzec Główny
A57,F,A57-F-139-54780,Dworzec Główny
A57,F,A57-F-139-55620,Dworzec Główny
A57,F,A57-F-139-57000,Dworzec Główny
A57,F,A57-F-139-58380,Dworzec Główny
A57,F,A57-F-139-59220,Dworzec Główny
A57,F,A57-F-139-60600,Dworzec Główny
A57,F,A57-F-139-61980,Dworzec Główny
A57,F,A57-F-139-63780,Dworzec Główny
A57,F,A57-F-139-65580,Dworzec Główny
A57,F,A57-F-139-67440,Dworzec Główny
A57,F,A57-F-139-69360,Dworzec Główny
A57,F,A57-F-139-71160,Dworzec Główny
