route_id,service_id,trip_id,trip_headsign
A100,A,A100-A-65-39900,Myślęcinek
A100,A,A100-A-65-43500,Myślęcinek
A100,A,A100-A-65-45300,Myślęcinek
A100,A,A100-A-65-47100,Myślęcinek
A100,A,A100-A-65-50700,Myślęcinek
A100,A,A100-A-65-54300,Myślęcinek
A100,A,A100-A-65-56100,Myślęcinek
A100,A,A100-A-65-57900,Myślęcinek
A100,A,A100-A-65-59700,Myślęcinek
A100,A,A100-A-65-61500,Myślęcinek
A100,A,A100-A-65-63300,Myślęcinek
A100,A,A100-A-65-65100,Myślęcinek
A100,A,A100-A-66-43200,Plac Kościeleckich
A100,A,A100-A-66-46800,Plac Kościeleckich
A100,A,A100-A-66-48600,Plac Kościeleckich
A100,A,A100-A-66-50400,Plac Kościeleckich
A100,A,A100-A-66-54000,Plac Kościeleckich
A100,A,A100-A-66-57600,Plac Kościeleckich
A100,A,A100-A-66-59400,Plac Kościeleckich
A100,A,A100-A-66-61200,Plac Kościeleckich
A100,A,A100-A-66-63000,Plac Kościeleckich
A100,A,A100-A-66-64800,Plac Kościeleckich
A100,A,A100-A-66-66600,Plac Kościeleckich
A100,A,A100-A-66-68400,Plac Kościeleckich
A102,A,A102-A-61-38100,Park Przemysłowy/Exploseum
A102,A,A102-A-61-41700,Park Przemysłowy/Exploseum
A102,A,A102-A-61-48900,Park Przemysłowy/Exploseum
A102,A,A102-A-61-52500,Park Przemysłowy/Exploseum
A102,A,A102-A-62-40800,Plac Kościeleckich
A102,A,A102-A-62-44400,Plac Kościeleckich
A102,A,A102-A-62-51600,Plac Kościeleckich
A102,A,A102-A-62-55200,Plac Kościeleckich
A31N,P,A31N-P-1021-91740,Dworzec Leśne
A31N,P,A31N-P-1021-95340,Dworzec Leśne
A31N,N,A31N-N-1021-91740,Dworzec Leśne
A31N,N,A31N-N-1021-95340,Dworzec Leśne
A31N,S,A31N-S-1021-91740,Dworzec Leśne
A31N,S,A31N-S-1021-95340,Dworzec Leśne
A31N,P,A31N-P-1022-92820,Łoskoń - Zajezdnia
A31N,N,A31N-N-1022-92820,Łoskoń - Zajezdnia
A31N,S,A31N-S-1022-92820,Łoskoń - Zajezdnia
A31N,P,A31N-P-1023-86160,Łoskoń - Zajezdnia
A31N,P,A31N-P-1023-96960,Łoskoń - Zajezdnia
A31N,P,A31N-P-1023-100560,Łoskoń - Zajezdnia
A31N,N,A31N-N-1023-86160,Łoskoń - Zajezdnia
A31N,N,A31N-N-1023-96960,Łoskoń - Zajezdnia
A31N,N,A31N-N-1023-100560,Łoskoń - Zajezdnia
A31N,N,A31N-N-1023-104160,Łoskoń - Zajezdnia
A31N,S,A31N-S-1023-86160,Łoskoń - Zajezdnia
A31N,S,A31N-S-1023-96960,Łoskoń - Zajezdnia
A31N,S,A31N-S-1023-100560,Łoskoń - Zajezdnia
A31N,P,A31N-P-1024-89760,Łoskoń - Zajezdnia
A31N,N,A31N-N-1024-89760,Łoskoń - Zajezdnia
A31N,S,A31N-S-1024-89760,Łoskoń - Zajezdnia
A31N,P,A31N-P-1025-84000,Dworzec Leśne
A31N,P,A31N-P-1025-98400,Dworzec Leśne
A31N,N,A31N-N-1025-84000,Dworzec Leśne
A31N,N,A31N-N-1025-98400,Dworzec Leśne
A31N,N,A31N-N-1025-102000,Dworzec Leśne
A31N,S,A31N-S-1025-84000,Dworzec Leśne
A31N,S,A31N-S-1025-98400,Dworzec Leśne
A31N,P,A31N-P-1026-87960,Podkowa - początkowy
A31N,N,A31N-N-1026-87960,Podkowa - początkowy
A31N,S,A31N-S-1026-87960,Podkowa - początkowy
A31N,P,A31N-P-1049-81300,Dworzec Leśne
A31N,N,A31N-N-1049-81300,Dworzec Leśne
A31N,S,A31N-S-1049-81300,Dworzec Leśne
A31N,P,A31N-P-1050-82500,Łoskoń - Zajezdnia
A31N,N,A31N-N-1050-82500,Łoskoń - Zajezdnia
A31N,S,A31N-S-1050-82500,Łoskoń - Zajezdnia
A32N,P,A32N-P-355-82320,Fordońska - Traktorzystów
A32N,P,A32N-P-355-86040,Fordońska - Traktorzystów
A32N,P,A32N-P-355-89640,Fordońska - Traktorzystów
A32N,P,A32N-P-355-93240,Fordońska - Traktorzystów
A32N,N,A32N-N-355-82320,Fordońska - Traktorzystów
A32N,N,A32N-N-355-86040,Fordońska - Traktorzystów
A32N,N,A32N-N-355-89640,Fordońska - Traktorzystów
A32N,N,A32N-N-355-93240,Fordońska - Traktorzystów
A32N,N,A32N-N-355-96840,Fordońska - Traktorzystów
A32N,S,A32N-S-355-82320,Fordońska - Traktorzystów
A32N,S,A32N-S-355-86040,Fordońska - Traktorzystów
A32N,S,A32N-S-355-89640,Fordońska - Traktorzystów
A32N,S,A32N-S-355-93240,Fordońska - Traktorzystów
A32N,P,A32N-P-356-96840,Łoskoń - Zajezdnia
A32N,P,A32N-P-356-100440,Łoskoń - Zajezdnia
A32N,N,A32N-N-356-100440,Łoskoń - Zajezdnia
A32N,N,A32N-N-356-104040,Łoskoń - Zajezdnia
A32N,S,A32N-S-356-96840,Łoskoń - Zajezdnia
A32N,S,A32N-S-356-100440,Łoskoń - Zajezdnia
A32N,P,A32N-P-359-89040,Dworzec Błonie
A32N,P,A32N-P-359-92640,Dworzec Błonie
A32N,P,A32N-P-359-96240,Dworzec Błonie
A32N,P,A32N-P-359-99840,Dworzec Błonie
A32N,N,A32N-N-359-89040,Dworzec Błonie
A32N,N,A32N-N-359-92640,Dworzec Błonie
A32N,N,A32N-N-359-96240,Dworzec Błonie
A32N,N,A32N-N-359-99840,Dworzec Błonie
A32N,N,A32N-N-359-103440,Dworzec Błonie
A32N,S,A32N-S-359-89040,Dworzec Błonie
A32N,S,A32N-S-359-92640,Dworzec Błonie
A32N,S,A32N-S-359-96240,Dworzec Błonie
A32N,S,A32N-S-359-99840,Dworzec Błonie
A32N,P,A32N-P-360-81480,Dworzec Błonie
A32N,P,A32N-P-360-85200,Dworzec Błonie
A32N,N,A32N-N-360-81480,Dworzec Błonie
A32N,N,A32N-N-360-85200,Dworzec Błonie
A32N,S,A32N-S-360-81480,Dworzec Błonie
A32N,S,A32N-S-360-85200,Dworzec Błonie
A33N,P,A33N-P-330-81960,Piaski
A33N,N,A33N-N-330-81960,Piaski
A33N,S,A33N-S-330-81960,Piaski
A33N,P,A33N-P-331-82500,Wyzwolenia - Styki
A33N,N,A33N-N-331-82500,Wyzwolenia - Styki
A33N,S,A33N-S-331-82500,Wyzwolenia - Styki
A33N,N,A33N-N-332-106740,Plac Kościeleckich
A33N,P,A33N-P-333-101160,Plac Kościeleckich
A33N,N,A33N-N-333-104760,Plac Kościeleckich
A33N,S,A33N-S-333-101160,Plac Kościeleckich
A33N,P,A33N-P-389-85980,Wyzwolenia - Styki
A33N,P,A33N-P-389-89580,Wyzwolenia - Styki
A33N,P,A33N-P-389-93180,Wyzwolenia - Styki
A33N,N,A33N-N-389-85980,Wyzwolenia - Styki
A33N,N,A33N-N-389-89580,Wyzwolenia - Styki
A33N,N,A33N-N-389-93180,Wyzwolenia - Styki
A33N,N,A33N-N-389-96780,Wyzwolenia - Styki
A33N,S,A33N-S-389-85980,Wyzwolenia - Styki
A33N,S,A33N-S-389-89580,Wyzwolenia - Styki
A33N,S,A33N-S-389-93180,Wyzwolenia - Styki
A33N,P,A33N-P-390-96780,Łoskoń - Zajezdnia
A33N,P,A33N-P-390-100380,Łoskoń - Zajezdnia
A33N,N,A33N-N-390-100380,Łoskoń - Zajezdnia
A33N,N,A33N-N-390-103980,Łoskoń - Zajezdnia
A33N,S,A33N-S-390-96780,Łoskoń - Zajezdnia
A33N,S,A33N-S-390-100380,Łoskoń - Zajezdnia
A33N,P,A33N-P-392-88440,Piaski
A33N,P,A33N-P-392-92040,Piaski
A33N,P,A33N-P-392-95640,Piaski
A33N,P,A33N-P-392-99240,Piaski
A33N,N,A33N-N-392-88440,Piaski
A33N,N,A33N-N-392-92040,Piaski
A33N,N,A33N-N-392-95640,Piaski
A33N,N,A33N-N-392-99240,Piaski
A33N,N,A33N-N-392-102840,Piaski
A33N,S,A33N-S-392-88440,Piaski
A33N,S,A33N-S-392-92040,Piaski
A33N,S,A33N-S-392-95640,Piaski
A33N,S,A33N-S-392-99240,Piaski
A33N,P,A33N-P-393-84660,Piaski
A33N,N,A33N-N-393-84660,Piaski
A33N,S,A33N-S-393-84660,Piaski
A34N,P,A34N-P-51-83700,Smukała
A34N,P,A34N-P-51-87300,Smukała
A34N,P,A34N-P-51-90900,Smukała
A34N,P,A34N-P-51-98100,Smukała
A34N,P,A34N-P-51-101700,Smukała
A34N,N,A34N-N-51-83700,Smukała
A34N,N,A34N-N-51-87300,Smukała
A34N,N,A34N-N-51-90900,Smukała
A34N,N,A34N-N-51-98100,Smukała
A34N,N,A34N-N-51-101700,Smukała
A34N,N,A34N-N-51-105300,Smukała
A34N,S,A34N-S-51-83700,Smukała
A34N,S,A34N-S-51-87300,Smukała
A34N,S,A34N-S-51-90900,Smukała
A34N,S,A34N-S-51-98100,Smukała
A34N,S,A34N-S-51-101700,Smukała
A34N,P,A34N-P-52-94500,Smukała
A34N,N,A34N-N-52-94500,Smukała
A34N,S,A34N-S-52-94500,Smukała
A34N,P,A34N-P-53-85740,Plac Kościeleckich
A34N,P,A34N-P-53-89340,Plac Kościeleckich
A34N,P,A34N-P-53-92940,Plac Kościeleckich
A34N,P,A34N-P-53-96540,Plac Kościeleckich
A34N,P,A34N-P-53-100140,Plac Kościeleckich
A34N,P,A34N-P-53-103320,Plac Kościeleckich
A34N,N,A34N-N-53-85740,Plac Kościeleckich
A34N,N,A34N-N-53-89340,Plac Kościeleckich
A34N,N,A34N-N-53-92940,Plac Kościeleckich
A34N,N,A34N-N-53-96540,Plac Kościeleckich
A34N,N,A34N-N-53-100140,Plac Kościeleckich
A34N,N,A34N-N-53-103740,Plac Kościeleckich
A34N,N,A34N-N-53-106920,Plac Kościeleckich
A34N,S,A34N-S-53-85740,Plac Kościeleckich
A34N,S,A34N-S-53-89340,Plac Kościeleckich
A34N,S,A34N-S-53-92940,Plac Kościeleckich
A34N,S,A34N-S-53-96540,Plac Kościeleckich
A34N,S,A34N-S-53-100140,Plac Kościeleckich
A34N,S,A34N-S-53-103320,Plac Kościeleckich
A35N,P,A35N-P-80-83700,Rekinowa
A35N,P,A35N-P-80-87300,Rekinowa
A35N,P,A35N-P-80-90900,Rekinowa
A35N,P,A35N-P-80-94500,Rekinowa
A35N,N,A35N-N-80-83700,Rekinowa
A35N,N,A35N-N-80-87300,Rekinowa
A35N,N,A35N-N-80-90900,Rekinowa
A35N,N,A35N-N-80-94500,Rekinowa
A35N,N,A35N-N-80-98100,Rekinowa
A35N,S,A35N-S-80-83700,Rekinowa
A35N,S,A35N-S-80-87300,Rekinowa
A35N,S,A35N-S-80-90900,Rekinowa
A35N,S,A35N-S-80-94500,Rekinowa
A35N,P,A35N-P-81-98100,Rekinowa
A35N,P,A35N-P-81-101700,Rekinowa
A35N,N,A35N-N-81-101700,Rekinowa
A35N,N,A35N-N-81-105300,Rekinowa
A35N,S,A35N-S-81-98100,Rekinowa
A35N,S,A35N-S-81-101700,Rekinowa
A35N,P,A35N-P-82-85740,Plac Kościeleckich
A35N,P,A35N-P-82-89340,Plac Kościeleckich
A35N,P,A35N-P-82-92940,Plac Kościeleckich
A35N,P,A35N-P-82-96540,Plac Kościeleckich
A35N,P,A35N-P-82-100140,Plac Kościeleckich
A35N,N,A35N-N-82-85740,Plac Kościeleckich
A35N,N,A35N-N-82-89340,Plac Kościeleckich
A35N,N,A35N-N-82-92940,Plac Kościeleckich
A35N,N,A35N-N-82-96540,Plac Kościeleckich
A35N,N,A35N-N-82-100140,Plac Kościeleckich
A35N,N,A35N-N-82-103740,Plac Kościeleckich
A35N,S,A35N-S-82-85740,Plac Kościeleckich
A35N,S,A35N-S-82-89340,Plac Kościeleckich
A35N,S,A35N-S-82-92940,Plac Kościeleckich
A35N,S,A35N-S-82-96540,Plac Kościeleckich
A35N,S,A35N-S-82-100140,Plac Kościeleckich
A36N,P,A36N-P-324-85920,Łęgnowo
A36N,P,A36N-P-324-93120,Łęgnowo
A36N,P,A36N-P-324-96720,Łęgnowo
A36N,N,A36N-N-324-85920,Łęgnowo
A36N,N,A36N-N-324-93120,Łęgnowo
A36N,N,A36N-N-324-96720,Łęgnowo
A36N,N,A36N-N-324-100320,Łęgnowo
A36N,S,A36N-S-324-85920,Łęgnowo
A36N,S,A36N-S-324-93120,Łęgnowo
A36N,S,A36N-S-324-96720,Łęgnowo
A36N,P,A36N-P-325-89520,Toruńska - Zajezdnia tramwajowa
A36N,N,A36N-N-325-89520,Toruńska - Zajezdnia tramwajowa
A36N,S,A36N-S-325-89520,Toruńska - Zajezdnia tramwajowa
A36N,P,A36N-P-326-85560,Lisia
A36N,P,A36N-P-326-89160,Lisia
A36N,P,A36N-P-326-96360,Lisia
A36N,N,A36N-N-326-85560,Lisia
A36N,N,A36N-N-326-89160,Lisia
A36N,N,A36N-N-326-96360,Lisia
A36N,S,A36N-S-326-85560,Lisia
A36N,S,A36N-S-326-89160,Lisia
A36N,S,A36N-S-326-96360,Lisia
A36N,P,A36N-P-327-93780,Lisia
A36N,N,A36N-N-327-93780,Lisia
A36N,S,A36N-S-327-93780,Lisia
A36N,P,A36N-P-328-99960,Belma
A36N,N,A36N-N-328-99960,Belma
A36N,N,A36N-N-328-103560,Belma
A36N,S,A36N-S-328-99960,Belma
A36N,P,A36N-P-329-103200,Plac Kościeleckich
A36N,N,A36N-N-329-106800,Plac Kościeleckich
A36N,S,A36N-S-329-103200,Plac Kościeleckich
A36N,P,A36N-P-360-82260,Lisia
A36N,N,A36N-N-360-82260,Lisia
A36N,S,A36N-S-360-82260,Lisia
A36N,P,A36N-P-361-83100,Łęgnowo
A36N,N,A36N-N-361-83100,Łęgnowo
A36N,S,A36N-S-361-83100,Łęgnowo
A36N,P,A36N-P-362-100320,Toruńska - Zajezdnia tramwajowa
A36N,S,A36N-S-362-100320,Toruńska - Zajezdnia tramwajowa
A36N,N,A36N-N-363-103740,Toruńska - Zajezdnia tramwajowa
A37N,P,A37N-P-180-91200,Port Lotniczy
A37N,P,A37N-P-180-98400,Port Lotniczy
A37N,P,A37N-P-181-92100,Zbożowy Rynek
A37N,P,A37N-P-181-97200,Zbożowy Rynek
A37N,P,A37N-P-181-100800,Zbożowy Rynek
A51,P,A51-P-67-18120,Czyżkówko
A51,P,A51-P-67-19020,Czyżkówko
A51,P,A51-P-67-19920,Czyżkówko
A51,P,A51-P-67-20820,Czyżkówko
A51,P,A51-P-67-21660,Czyżkówko
A51,P,A51-P-67-22560,Czyżkówko
A51,P,A51-P-67-23460,Czyżkówko
A51,P,A51-P-67-24180,Czyżkówko
A51,P,A51-P-67-25380,Czyżkówko
A51,P,A51-P-67-26280,Czyżkówko
A51,P,A51-P-67-27180,Czyżkówko
A51,P,A51-P-67-28260,Czyżkówko
A51,P,A51-P-67-29460,Czyżkówko
A51,P,A51-P-67-30660,Czyżkówko
A51,P,A51-P-67-31860,Czyżkówko
A51,P,A51-P-67-33060,Czyżkówko
A51,P,A51-P-67-34260,Czyżkówko
A51,P,A51-P-67-35460,Czyżkówko
A51,P,A51-P-67-36660,Czyżkówko
A51,P,A51-P-67-37860,Czyżkówko
A51,P,A51-P-67-39060,Czyżkówko
A51,P,A51-P-67-40260,Czyżkówko
A51,P,A51-P-67-41460,Czyżkówko
A51,P,A51-P-67-42660,Czyżkówko
A51,P,A51-P-67-43860,Czyżkówko
A51,P,A51-P-67-45060,Czyżkówko
A51,P,A51-P-67-46260,Czyżkówko
A51,P,A51-P-67-47400,Czyżkówko
A51,P,A51-P-67-48300,Czyżkówko
A51,P,A51-P-67-49200,Czyżkówko
A51,P,A51-P-67-50100,Czyżkówko
A51,P,A51-P-67-51000,Czyżkówko
A51,P,A51-P-67-51900,Czyżkówko
A51,P,A51-P-67-52800,Czyżkówko
A51,P,A51-P-67-53700,Czyżkówko
A51,P,A51-P-67-54600,Czyżkówko
A51,P,A51-P-67-55500,Czyżkówko
A51,P,A51-P-67-56400,Czyżkówko
A51,P,A51-P-67-57300,Czyżkówko
A51,P,A51-P-67-58200,Czyżkówko
A51,P,A51-P-67-59100,Czyżkówko
A51,P,A51-P-67-60060,Czyżkówko
A51,P,A51-P-67-61260,Czyżkówko
A51,P,A51-P-67-62460,Czyżkówko
A51,P,A51-P-67-63660,Czyżkówko
A51,P,A51-P-67-65100,Czyżkówko
A51,P,A51-P-67-66600,Czyżkówko
A51,P,A51-P-67-68400,Czyżkówko
A51,P,A51-P-67-70200,Czyżkówko
A51,P,A51-P-67-72000,Czyżkówko
A51,P,A51-P-67-73800,Czyżkówko
A51,P,A51-P-67-75600,Czyżkówko
A51,P,A51-P-67-77400,Czyżkówko
A51,P,A51-P-67-81000,Czyżkówko
A51,N,A51-N-67-19800,Czyżkówko
A51,N,A51-N-67-23400,Czyżkówko
A51,N,A51-N-67-25200,Czyżkówko
A51,N,A51-N-67-27000,Czyżkówko
A51,N,A51-N-67-28800,Czyżkówko
A51,N,A51-N-67-30540,Czyżkówko
A51,N,A51-N-67-33240,Czyżkówko
A51,N,A51-N-67-34860,Czyżkówko
A51,N,A51-N-67-36060,Czyżkówko
A51,N,A51-N-67-37260,Czyżkówko
A51,N,A51-N-67-38460,Czyżkówko
A51,N,A51-N-67-39660,Czyżkówko
A51,N,A51-N-67-40860,Czyżkówko
A51,N,A51-N-67-42060,Czyżkówko
A51,N,A51-N-67-43260,Czyżkówko
A51,N,A51-N-67-44460,Czyżkówko
A51,N,A51-N-67-45660,Czyżkówko
A51,N,A51-N-67-46860,Czyżkówko
A51,N,A51-N-67-48060,Czyżkówko
A51,N,A51-N-67-49260,Czyżkówko
A51,N,A51-N-67-50460,Czyżkówko
A51,N,A51-N-67-51660,Czyżkówko
A51,N,A51-N-67-52860,Czyżkówko
A51,N,A51-N-67-54060,Czyżkówko
A51,N,A51-N-67-55260,Czyżkówko
A51,N,A51-N-67-56460,Czyżkówko
A51,N,A51-N-67-57660,Czyżkówko
A51,N,A51-N-67-58860,Czyżkówko
A51,N,A51-N-67-60060,Czyżkówko
A51,N,A51-N-67-61260,Czyżkówko
A51,N,A51-N-67-62460,Czyżkówko
A51,N,A51-N-67-63660,Czyżkówko
A51,N,A51-N-67-65100,Czyżkówko
A51,N,A51-N-67-66600,Czyżkówko
A51,N,A51-N-67-68400,Czyżkówko
A51,N,A51-N-67-70200,Czyżkówko
A51,N,A51-N-67-72000,Czyżkówko
A51,N,A51-N-67-73800,Czyżkówko
A51,N,A51-N-67-75600,Czyżkówko
A51,N,A51-N-67-77400,Czyżkówko
A51,N,A51-N-67-81000,Czyżkówko
A51,S,A51-S-67-19800,Czyżkówko
A51,S,A51-S-67-21600,Czyżkówko
A51,S,A51-S-67-23400,Czyżkówko
A51,S,A51-S-67-25200,Czyżkówko
A51,S,A51-S-67-27000,Czyżkówko
A51,S,A51-S-67-28740,Czyżkówko
A51,S,A51-S-67-31080,Czyżkówko
A51,S,A51-S-67-32460,Czyżkówko
A51,S,A51-S-67-33660,Czyżkówko
A51,S,A51-S-67-34860,Czyżkówko
A51,S,A51-S-67-36060,Czyżkówko
A51,S,A51-S-67-37260,Czyżkówko
A51,S,A51-S-67-38460,Czyżkówko
A51,S,A51-S-67-39660,Czyżkówko
A51,S,A51-S-67-40860,Czyżkówko
A51,S,A51-S-67-42060,Czyżkówko
A51,S,A51-S-67-43260,Czyżkówko
A51,S,A51-S-67-44460,Czyżkówko
A51,S,A51-S-67-45660,Czyżkówko
A51,S,A51-S-67-46860,Czyżkówko
A51,S,A51-S-67-48060,Czyżkówko
A51,S,A51-S-67-49260,Czyżkówko
A51,S,A51-S-67-50460,Czyżkówko
A51,S,A51-S-67-51660,Czyżkówko
A51,S,A51-S-67-52860,Czyżkówko
A51,S,A51-S-67-54060,Czyżkówko
A51,S,A51-S-67-55260,Czyżkówko
A51,S,A51-S-67-56460,Czyżkówko
A51,S,A51-S-67-57660,Czyżkówko
A51,S,A51-S-67-58860,Czyżkówko
A51,S,A51-S-67-60060,Czyżkówko
A51,S,A51-S-67-61260,Czyżkówko
A51,S,A51-S-67-62460,Czyżkówko
A51,S,A51-S-67-63660,Czyżkówko
A51,S,A51-S-67-65100,Czyżkówko
A51,S,A51-S-67-66600,Czyżkówko
A51,S,A51-S-67-68400,Czyżkówko
A51,S,A51-S-67-70200,Czyżkówko
A51,S,A51-S-67-72000,Czyżkówko
A51,S,A51-S-67-73800,Czyżkówko
A51,S,A51-S-67-75600,Czyżkówko
A51,S,A51-S-67-77400,Czyżkówko
A51,S,A51-S-67-81000,Czyżkówko
A51,P,A51-P-68-16920,Plac Kościeleckich
A51,P,A51-P-68-19260,Plac Kościeleckich
A51,P,A51-P-68-20640,Plac Kościeleckich
A51,P,A51-P-68-21720,Plac Kościeleckich
A51,P,A51-P-68-22620,Plac Kościeleckich
A51,P,A51-P-68-23520,Plac Kościeleckich
A51,P,A51-P-68-24420,Plac Kościeleckich
A51,P,A51-P-68-25260,Plac Kościeleckich
A51,P,A51-P-68-26340,Plac Kościeleckich
A51,P,A51-P-68-27180,Plac Kościeleckich
A51,P,A51-P-68-28080,Plac Kościeleckich
A51,P,A51-P-68-29100,Plac Kościeleckich
A51,P,A51-P-68-30000,Plac Kościeleckich
A51,P,A51-P-68-31080,Plac Kościeleckich
A51,P,A51-P-68-32280,Plac Kościeleckich
A51,P,A51-P-68-33480,Plac Kościeleckich
A51,P,A51-P-68-34680,Plac Kościeleckich
A51,P,A51-P-68-35880,Plac Kościeleckich
A51,P,A51-P-68-37080,Plac Kościeleckich
A51,P,A51-P-68-38280,Plac Kościeleckich
A51,P,A51-P-68-39480,Plac Kościeleckich
A51,P,A51-P-68-40680,Plac Kościeleckich
A51,P,A51-P-68-41880,Plac Kościeleckich
A51,P,A51-P-68-43080,Plac Kościeleckich
A51,P,A51-P-68-44280,Plac Kościeleckich
A51,P,A51-P-68-45480,Plac Kościeleckich
A51,P,A51-P-68-46680,Plac Kościeleckich
A51,P,A51-P-68-47880,Plac Kościeleckich
A51,P,A51-P-68-49080,Plac Kościeleckich
A51,P,A51-P-68-50280,Plac Kościeleckich
A51,P,A51-P-68-51240,Plac Kościeleckich
A51,P,A51-P-68-52200,Plac Kościeleckich
A51,P,A51-P-68-53100,Plac Kościeleckich
A51,P,A51-P-68-54000,Plac Kościeleckich
A51,P,A51-P-68-54900,Plac Kościeleckich
A51,P,A51-P-68-55800,Plac Kościeleckich
A51,P,A51-P-68-56700,Plac Kościeleckich
A51,P,A51-P-68-57600,Plac Kościeleckich
A51,P,A51-P-68-58500,Plac Kościeleckich
A51,P,A51-P-68-59400,Plac Kościeleckich
A51,P,A51-P-68-60480,Plac Kościeleckich
A51,P,A51-P-68-61440,Plac Kościeleckich
A51,P,A51-P-68-62340,Plac Kościeleckich
A51,P,A51-P-68-63240,Plac Kościeleckich
A51,P,A51-P-68-64200,Plac Kościeleckich
A51,P,A51-P-68-65400,Plac Kościeleckich
A51,P,A51-P-68-67560,Plac Kościeleckich
A51,P,A51-P-68-69240,Plac Kościeleckich
A51,P,A51-P-68-71040,Plac Kościeleckich
A51,P,A51-P-68-72840,Plac Kościeleckich
A51,P,A51-P-68-74640,Plac Kościeleckich
A51,P,A51-P-68-76440,Plac Kościeleckich
A51,P,A51-P-68-78240,Plac Kościeleckich
A51,P,A51-P-68-79920,Plac Kościeleckich
A51,N,A51-N-68-22440,Plac Kościeleckich
A51,N,A51-N-68-26040,Plac Kościeleckich
A51,N,A51-N-68-27840,Plac Kościeleckich
A51,N,A51-N-68-29640,Plac Kościeleckich
A51,N,A51-N-68-31440,Plac Kościeleckich
A51,N,A51-N-68-33240,Plac Kościeleckich
A51,N,A51-N-68-35040,Plac Kościeleckich
A51,N,A51-N-68-36360,Plac Kościeleckich
A51,N,A51-N-68-37560,Plac Kościeleckich
A51,N,A51-N-68-38760,Plac Kościeleckich
A51,N,A51-N-68-39960,Plac Kościeleckich
A51,N,A51-N-68-41160,Plac Kościeleckich
A51,N,A51-N-68-42360,Plac Kościeleckich
A51,N,A51-N-68-43560,Plac Kościeleckich
A51,N,A51-N-68-44760,Plac Kościeleckich
A51,N,A51-N-68-45960,Plac Kościeleckich
A51,N,A51-N-68-47160,Plac Kościeleckich
A51,N,A51-N-68-48360,Plac Kościeleckich
A51,N,A51-N-68-49560,Plac Kościeleckich
A51,N,A51-N-68-50760,Plac Kościeleckich
A51,N,A51-N-68-51960,Plac Kościeleckich
A51,N,A51-N-68-53160,Plac Kościeleckich
A51,N,A51-N-68-54360,Plac Kościeleckich
A51,N,A51-N-68-55560,Plac Kościeleckich
A51,N,A51-N-68-56760,Plac Kościeleckich
A51,N,A51-N-68-57960,Plac Kościeleckich
A51,N,A51-N-68-59160,Plac Kościeleckich
A51,N,A51-N-68-60360,Plac Kościeleckich
A51,N,A51-N-68-61560,Plac Kościeleckich
A51,N,A51-N-68-62760,Plac Kościeleckich
A51,N,A51-N-68-63960,Plac Kościeleckich
A51,N,A51-N-68-65160,Plac Kościeleckich
A51,N,A51-N-68-67560,Plac Kościeleckich
A51,N,A51-N-68-69240,Plac Kościeleckich
A51,N,A51-N-68-71040,Plac Kościeleckich
A51,N,A51-N-68-72840,Plac Kościeleckich
A51,N,A51-N-68-74640,Plac Kościeleckich
A51,N,A51-N-68-76440,Plac Kościeleckich
A51,N,A51-N-68-78240,Plac Kościeleckich
A51,N,A51-N-68-79920,Plac Kościeleckich
A51,S,A51-S-68-16920,Plac Kościeleckich
A51,S,A51-S-68-19380,Plac Kościeleckich
A51,S,A51-S-68-22440,Plac Kościeleckich
A51,S,A51-S-68-24240,Plac Kościeleckich
A51,S,A51-S-68-26040,Plac Kościeleckich
A51,S,A51-S-68-27840,Plac Kościeleckich
A51,S,A51-S-68-29640,Plac Kościeleckich
A51,S,A51-S-68-31440,Plac Kościeleckich
A51,S,A51-S-68-32760,Plac Kościeleckich
A51,S,A51-S-68-33900,Plac Kościeleckich
A51,S,A51-S-68-35160,Plac Kościeleckich
A51,S,A51-S-68-36360,Plac Kościeleckich
A51,S,A51-S-68-37560,Plac Kościeleckich
A51,S,A51-S-68-38760,Plac Kościeleckich
A51,S,A51-S-68-39960,Plac Kościeleckich
A51,S,A51-S-68-41160,Plac Kościeleckich
A51,S,A51-S-68-42360,Plac Kościeleckich
A51,S,A51-S-68-43560,Plac Kościeleckich
A51,S,A51-S-68-44760,Plac Kościeleckich
A51,S,A51-S-68-45960,Plac Kościeleckich
A51,S,A51-S-68-47160,Plac Kościeleckich
A51,S,A51-S-68-48360,Plac Kościeleckich
A51,S,A51-S-68-49560,Plac Kościeleckich
A51,S,A51-S-68-50760,Plac Kościeleckich
A51,S,A51-S-68-51960,Plac Kościeleckich
A51,S,A51-S-68-53160,Plac Kościeleckich
A51,S,A51-S-68-54360,Plac Kościeleckich
A51,S,A51-S-68-55560,Plac Kościeleckich
A51,S,A51-S-68-56760,Plac Kościeleckich
A51,S,A51-S-68-57960,Plac Kościeleckich
A51,S,A51-S-68-59160,Plac Kościeleckich
A51,S,A51-S-68-60360,Plac Kościeleckich
A51,S,A51-S-68-61560,Plac Kościeleckich
A51,S,A51-S-68-62760,Plac Kościeleckich
A51,S,A51-S-68-63960,Plac Kościeleckich
A51,S,A51-S-68-65160,Plac Kościeleckich
A51,S,A51-S-68-67560,Plac Kościeleckich
A51,S,A51-S-68-69240,Plac Kościeleckich
A51,S,A51-S-68-71040,Plac Kościeleckich
A51,S,A51-S-68-72840,Plac Kościeleckich
A51,S,A51-S-68-74640,Plac Kościeleckich
A51,S,A51-S-68-76440,Plac Kościeleckich
A51,S,A51-S-68-78240,Plac Kościeleckich
